"Name","Address","ZIP","Type","latitude","longitude"
"BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY TIDWELL","1055 W TIDWELL RD HOUSTON TX 77091",77091,"Elementary-Middle School",29.846266996975,-95.427604967462
"ARROW ACADEMY - LIBERATION ACADEMY","11600 W AIRPORT BLVD MEADOWS PLACE TX 77477",77477,"Elementary-Middle School",29.648498003207,-95.5786610281
"ARROW ACADEMY - HARVEST PREPARATORY ACADEMY","17770 IMPERIAL VALLEY DR HOUSTON TX 77060",77060,"Elementary-Middle School",29.955013012493,-95.398130004945
"ARROW ACADEMY - CHAMPIONS ACADEMY","2700 CYPRESS CREEK PKWY HOUSTON TX 77068",77068,"Elementary School",30.004630987535,-95.470769002787
"BROOKESMITH QUEST","1301 MEMORIAL DR BAYTOWN TX 77520",77520,"K-12 School",29.743589982271,-94.976047032967
"BLESSED KIDZ","3917 KRESS ST HOUSTON TX 77026",77026,"K-12 School",29.796214001158,-95.309494983083
"TRINITY CHARTER SCHOOLS - HOUSTON CAMPUS","262 N SAM HOUSTON PKWY HOUSTON TX 77060",77060,"K-12 School",29.939743992844,-95.402508040612
"TRINITY CHARTER SCHOOLS - TOMBALL CAMPUS","27708 TOMBALL PKWY TOMBALL TX 77375",77375,"Middle-High School",30.077168232265,-95.628321866252
"TEXANS CAN ACADEMY - HOUSTON NORTH","3401 HARDY ST HOUSTON TX 77009",77009,"High School",29.791819997966,-95.35267100453
"TEXANS CAN ACADEMY - HOUSTON SOUTHWEST","10914 S GESSNER HOUSTON TX 77071",77071,"High School",29.659785996033,-95.530118996059
"EVOLUTION ACADEMY HOUSTON","2414 SPRING CYPRESS RD SPRING TX 77388",77388,"High School",30.067285001309,-95.452580021439
"ILTEXAS KATY EL","24406 FRANZ RD KATY TX 77493",77493,"Elementary School",29.803007994687,-95.794409036541
"ILTEXAS KATY MIDDLE","24406 FRANZ RD KATY TX 77493",77493,"Middle School",29.803007994687,-95.794409036541
"ILTEXAS WESTPARK EL","15300 BELLAIRE BLVD HOUSTON TX 77083",77083,"Elementary School",29.700752002979,-95.657270958488
"ILTEXAS WESTPARK MIDDLE","15300 BELLAIRE BLVD HOUSTON TX 77083",77083,"Middle School",29.700752002979,-95.657270958488
"ILTEXAS HOUSTON WINDMILL LAKES EL","9898 WINDMILL LAKES BLVD HOUSTON TX 77075",77075,"Elementary School",29.62551398651,-95.241512970646
"ILTEXAS HOUSTON WINDMILL LAKES MIDDLE","9898 WINDMILL LAKES BLVD HOUSTON TX 77075",77075,"Middle School",29.62551398651,-95.241512970646
"ILTEXAS HOUSTON OREM EL","5445 E OREM DR HOUSTON TX 77048",77048,"Elementary School",29.626664989454,-95.334099976036
"ILTEXAS HOUSTON OREM MIDDLE","5445 E OREM DR HOUSTON TX 77048",77048,"Middle School",29.626664989454,-95.334099976036
"ILTEXAS HOUSTON WINDMILL LAKES OREM H S","9901 WINDMILL LAKES BLVD HOUSTON TX 77075",77075,"High School",29.623965010803,-95.239225968364
"PREMIER H S-HOUSTON (CHAMPIONS)","3355 FM 1960 RD W STE 1A AND 1B HOUSTON TX 77068",77068,"High School",29.997433000811,-95.480982655246
"PREMIER H S HOUSTON GALLERY NORTH","6006 N FWY # F HOUSTON TX 77076",77076,"High School",29.85557,-95.389095
"PREMIER H S - HOUSTON - HOBBY","10222 GULF FWY HOUSTON TX 77034",77034,"High School",29.644265016375,-95.24691703508
"PREMIER H S - HOUSTON (SHARPSTOWN)","6615 ROOKIN ST HOUSTON TX 77074",77074,"High School",29.708204981735,-95.496503038097
"PREMIER H S - HOUSTON (GREENSPOINT)","250 N SAM HOUSTON PKWY E HOUSTON TX 77060",77060,"High School",29.93998501447,-95.4058159587
"KATHLEEN JOERGER LINDSEY EL","2431 JOAN COLLIER TRCE KATY TX 77494",77494,"Elementary School",29.75502398785,-95.873183000774
"TAMARRON EL","29616 RILEYS RIDGE KATY TX 77494",77494,"Elementary School",29.733924013439,-95.881714018007
"WILLOWRIDGE H S","16301 CHIMNEY ROCK HOUSTON TX 77053",77053,"High School",29.586141002172,-95.480271985512
"THURGOOD MARSHALL H S","1220 BUFFALO RUN MISSOURI CITY TX 77489",77489,"High School",29.611440016707,-95.52253203258
"MISSOURI CITY MIDDLE","202 MARTIN LN MISSOURI CITY TX 77489",77489,"Middle School",29.615525984958,-95.541336999993
"CHRISTA MCAULIFFE MIDDLE","16650 S POST OAK HOUSTON TX 77053",77053,"Middle School",29.586733979912,-95.473746003338
"HODGES BEND MIDDLE","16510 BISSONNET HOUSTON TX 77083",77083,"Middle School",29.677601982689,-95.675238992868
"E A JONES EL","302 MARTIN LN MISSOURI CITY TX 77489",77489,"Elementary School",29.614316979244,-95.539921967098
"RIDGEMONT EL","4910 RAVEN RIDGE DR HOUSTON TX 77053",77053,"Elementary School",29.589509982425,-95.460763022052
"MEADOWS EL","12037 PENDER LN MEADOWS PLACE TX 77477",77477,"Elementary School",29.650974017405,-95.591463966105
"RIDGEGATE EL","6015 W RIDGECREEK DR HOUSTON TX 77053",77053,"Elementary School",29.596111988461,-95.475967040041
"HUNTERS GLEN EL","695 INDEPENDENCE BLVD MISSOURI CITY TX 77489",77489,"Elementary School",29.600836993009,-95.512609032687
"MISSION WEST EL","7325 CLODINE RD HOUSTON TX 77083",77083,"Elementary School",29.691407246283,-95.685163962152
"EDGAR GLOVER JR EL","1510 COLUMBIA BLUE DR MISSOURI CITY TX 77489",77489,"Elementary School",29.590445989552,-95.532682014412
"ARIZONA FLEMING EL","14850 BISSONNET ST HOUSTON TX 77083",77083,"Elementary School",29.677316997981,-95.650596029894
"WALTER MOSES BURTON EL","1625 HUNTER GREEN LN FRESNO TX 77545",77545,"Elementary School",29.519640994035,-95.476325031126
"LULA BELLE GOODMAN EL","1100 W SYCAMORE FRESNO TX 77545",77545,"Elementary School",29.525815020095,-95.468571016317
"MARY AUSTIN HOLLEY EL","16655 BISSONNET HOUSTON TX 77083",77083,"Elementary School",29.675113018451,-95.676909003256
"ROSA PARKS EL","19101 CHIMNEY ROCK RD FRESNO TX 77545",77545,"Elementary School",29.549377010925,-95.485933039098
"EL DAEP","1510 COLUMBIA BLUE DR MISSOURI CITY TX 77489",77489,"Elementary School",29.590445989552,-95.532682014412
"RIDGEMONT EARLY LITERACY CENTER","5353 RIDGE CREEK DR HOUSTON TX 77053",77053,"Early Education",29.589459020453,-95.460309980186
"HUNTERS GLEN EARLY LITERACY CENTER","695 INDEPENDENCE BLVD MISSOURI CITY TX 77489",77489,"Early Education",29.600836993009,-95.512609032687
"BLUE RIDGE BRIARGATE EL","6241 MCHARD RD HOUSTON TX 77053",77053,"Elementary School",29.581442987351,-95.475408972928
"MISSION BEND GLEN EL","16003 MISSION GLEN HOUSTON TX 77083",77083,"Elementary School",29.681569011734,-95.667453965017
"STAFFORD H S","100 SPARTAN DR STAFFORD TX 77477",77477,"High School",29.60118031974,-95.542317920868
"STAFFORD ADJUSTMENT CENTER","1625 STAFFORDSHIRE STAFFORD TX 77477",77477,"Middle-High School",29.602140001767,-95.537256018974
"STAFFORD STEM MAGNET ACADEMY","200 STAFFORD PRIDE STAFFORD TX 77477",77477,"Elementary-High School",29.604916838199,-95.542516933715
"FORT BEND CO ALTER","1633STAFFORDSHIRE RD STAFFORD TX 77477",77477,"Elementary-High School",29.60008170614,-95.543076869571
"STAFFORD MIDDLE","1424 CONSTITUTION AVE STAFFORD TX 77477",77477,"Middle School",29.601896063022,-95.543804834216
"STAFFORD ECC","1350 CONSTITUTION AVE STAFFORD TX 77477",77477,"Early Education",29.605125007036,-95.544133035254
"STAFFORD EL","1250 CONSTITUTION AVE STAFFORD TX 77477",77477,"Elementary School",29.605560310242,-95.542109084866
"ODYSSEY ACADEMY - WEBSTER","14650 OLD GALVESTON RD (HIGHWAY 3) WEBSTER TX 77598",77598,"Elementary-Middle School",29.572629420792,-95.15080969854
"CLEAR LAKE H S","2929 BAY AREA BLVD HOUSTON TX 77058",77058,"High School",29.582405020288,-95.105993019001
"CLEAR BROOK H S","4607 FM 2351 FRIENDSWOOD TX 77546",77546,"High School",29.548286986327,-95.186509999999
"CLEAR VIEW H S","400 S WALNUT WEBSTER TX 77598",77598,"High School",29.532073996743,-95.12083602842
"HARRIS CO JJAEP","2525 MURWORTH HOUSTON TX 77054",77054,"Middle-High School",29.68438101452,-95.417429001731
"CLEAR PATH ALTERNATIVE SCHOOL","1001 MAGNOLIA AVE WEBSTER TX 77598",77598,"Middle-High School",29.525181012938,-95.121467018091
"CLEAR HORIZONS EARLY COLLEGE H S","13735 BEAMER RD BOX 613 HOUSTON TX 77089",77089,"High School",29.580687987423,-95.203544038908
"CLEAR LAKE INT","15545 EL CAMINO REAL HOUSTON TX 77062",77062,"Middle School",29.569145017103,-95.132303980706
"SPACE CENTER INT","17400 SATURN LN HOUSTON TX 77058",77058,"Middle School",29.556192001121,-95.106815032245
"BROOKSIDE INT","3535 E FM 528 FRIENDSWOOD TX 77546",77546,"Middle School",29.462667022577,-95.228392810705
"WESTBROOK INT","302 W EL DORADO BLVD FRIENDSWOOD TX 77546",77546,"Middle School",29.54609398709,-95.163286009414
"CLEAR LAKE CITY EL","1707 FAIRWIND RD HOUSTON TX 77062",77062,"Elementary School",29.566648006237,-95.121853004732
"MARGARET S MCWHIRTER EL","300 PENNSYLVANIA WEBSTER TX 77598",77598,"Elementary School",29.533299165227,-95.119332561178
"G H WHITCOMB EL","900 RESEDA DR HOUSTON TX 77062",77062,"Elementary School",29.559925007429,-95.129653958198
"P H GREENE EL","2903 FRIENDSWOOD LINK RD WEBSTER TX 77598",77598,"Elementary School",29.526599985327,-95.16614398694
"ARMAND BAYOU EL","16000 HICKORY KNOLL DR HOUSTON TX 77059",77059,"Elementary School",29.593614013676,-95.114428985452
"C D LANDOLT EL","2104 PILGRIMS POINT FRIENDSWOOD TX 77546",77546,"Elementary School",29.536845981859,-95.168978998051
"JOHN F WARD EL","1440 BOULDERCREST DR HOUSTON TX 77062",77062,"Elementary School",29.582046987294,-95.135983971477
"BROOKWOOD EL","16850 MIDDLEBROOK DR HOUSTON TX 77059",77059,"Elementary School",29.602890014464,-95.106841016145
"WEDGEWOOD EL","4000 FRIENDSWOOD LINK RD FRIENDSWOOD TX 77546",77546,"Elementary School",29.529154998962,-95.181928032628
"NORTH POINTE EL","3200 ALMOND CREEK DR HOUSTON TX 77059",77059,"Elementary School",29.603729001062,-95.136335005582
"FALCON PASS EL","2465 FALCON PASS DR HOUSTON TX 77062",77062,"Elementary School",29.576496993926,-95.111447961587
"ARLYNE & ALAN WEBER EL","11955 BLACKHAWK BLVD HOUSTON TX 77089",77089,"Elementary School",29.569960995377,-95.223472013708
"FRIENDSWOOD H S","702 GREENBRIAR DR FRIENDSWOOD TX 77546",77546,"High School",29.514896963587,-95.210778644298
"GALVESTON CO J J A E P","302 LAUREL DR FRIENDSWOOD TX 77546",77546,"Middle-High School",29.529073987868,-95.204132029416
"FRIENDSWOOD J H","1000 MANISON PKWY FRIENDSWOOD TX 77546",77546,"Middle School",29.493715013142,-95.185873981186
"WESTWOOD EL","506 W EDGEWOOD FRIENDSWOOD TX 77546",77546,"Elementary School",29.528985013966,-95.213975987962
"C W CLINE EL","1550 W BLVD FRIENDSWOOD TX 77546",77546,"Elementary School",29.53113,-95.20134
"ZUE S BALES INT","211 STADIUM LN FRIENDSWOOD TX 77546",77546,"Elementary School",29.529441046483,-95.216340720744
"WINDSONG EL","2100 W PARKWOOD FRIENDSWOOD TX 77546",77546,"Elementary School",29.48808300285,-95.214449984587
"HIGHPOINT SCHOOL NORTH","11902 SPEARS RD HOUSTON TX 77067",77067,"Middle-High School",29.957121983151,-95.43548797976
"HIGHPOINT SCHOOL EAST","8003 E SAM HOUSTON PKWY N HOUSTON TX 77049",77049,"Middle-High School",29.8403989942,-95.185240979858
"ACADEMIC BEHAVIOR SCHOOL EAST","7703 S LOOP E HOUSTON TX 77012",77012,"K-12 School",29.69906090556,-95.284924886835
"ACADEMIC BEHAVIOR SCHOOL WEST","7800 WESTGLEN HOUSTON TX 77063",77063,"K-12 School",29.72512599068,-95.503119963921
"FORTIS ACADEMY","11902 SPEARS RD HOUSTON TX 77067",77067,"High School",29.957121983151,-95.43548797976
"SER-NINOS CHARTER HIGH","5610 GULFTON HOUSTON TX 77081",77081,"High School",29.71781101996,-95.478843960668
"SER-NINOS CHARTER MIDDLE","5610 GULFTON ST HOUSTON TX 77081",77081,"Middle School",29.71781101996,-95.478843960668
"SER-NINOS CHARTER EL","5815 ALDER DR HOUSTON TX 77081",77081,"Elementary School",29.718235018532,-95.480166960266
"SER-NINOS CHARTER EL II","5919 DASHWOOD DR HOUSTON TX 77081",77081,"Elementary School",29.706730018233,-95.485812004416
"ARISTOI CLASSICAL UPPER SCHOOL","5610 MORTON RD KATY TX 77493",77493,"Elementary-High School",29.817560990256,-95.816510019738
"ARISTOI CLASSICAL ACADEMY-CYPRESS","12332 PERRY RD HOUSTON TX 77070",77070,"Elementary-Middle School",29.952154993057,-95.562722001021
"ARISTOI CLASSICAL ACADEMY","5618 11TH ST KATY TX 77493",77493,"Elementary School",29.797092005516,-95.821921041152
"GEORGE I SANCHEZ CHARTER","6001 GULF FWY BLDG B3 HOUSTON TX 77023",77023,"K-12 School",29.714531013609,-95.311886004783
"GEORGE I SANCHEZ NORTH","170 RITTENHOUSE ST HOUSTON TX 77076",77076,"K-12 School",29.863939988364,-95.378580975988
"EARLY COLLEGE T-STEM ACADEMY","2950 BROADWAY ST HOUSTON TX 77017",77017,"High School",29.697910998807,-95.278659972958
"EARLY COLLEGE STEM ACADEMY","2950 BROADWAY ST HOUSTON TX 77017",77017,"Middle School",29.697910998807,-95.278659972958
"NORTH EAST STEM ACADEMY","10918 BENTLEY HOUSTON TX 77093",77093,"Middle School",29.874297003203,-95.335156012017
"PSTEM ACADEMY","2950 BROADWAY ST HOUSTON TX 77017",77017,"Elementary School",29.697910998807,-95.278659972958
"LEONEL CASTILLO EARLY CHILDHOOD STEM ACADEMY","2101 S ST HOUSTON TX 77009",77009,"Early Education",29.78055,-95.35919
"RYSS STEM ACADEMY AT FIRST FRIENDS PASADENA","1062 FAIRMONT PKWY PASADENA TX 77054",77054,"Elementary School",29.650686979131,-95.192717972767
"ACADEMY OF ACCELERATED LEARNING","6711 BELLFORT ST HOUSTON TX 77087",77087,"Elementary-Middle School",29.668056000801,-95.311052005417
"HARRIS COUNTY JUVENILE DETENTION CENTER","1200 CONGRESS ST STE 6500 HOUSTON TX 77002",77002,"Elementary-High School",29.761140411818,-95.358972615998
"LEADERSHIP ACADEMY","9120 KATY HOCKLEY RD KATY TX 77493",77493,"Elementary School",29.900332996575,-95.81330603725
"EXCEL ACADEMY EDUCATION TRANSITION CENTER","6500 CHIMNEY ROCK HOUSTON TX 77081",77081,"Elementary-High School",29.710889998689,-95.478800039496
"VARNETT CHARTER SCHOOL","5025 S WILLOW DR HOUSTON TX 77035",77035,"Elementary-Middle School",29.656897005465,-95.466670000677
"THE VARNETT SCHOOL - NORTHEAST","8305 MESA DR HOUSTON TX 77028",77028,"Elementary-Middle School",29.837117018102,-95.263010959729
"THE VARNETT SCHOOL - EAST","804A MAXEY RD HOUSTON TX 77013",77013,"Elementary-Middle School",29.776703989961,-95.219595970223
"ALIEF MONTESSORI COMMUNITY SCHOOL","12013 6TH ST HOUSTON TX 77072",77072,"Elementary-Middle School",29.712887992949,-95.590729040834
"AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL","5503 EL CAMINO DEL REY HOUSTON TX 77081",77081,"Elementary School",29.722256990952,-95.478880002852
"FRIENDS FOR LIFE MIDDLE","5503 EL CAMINO DEL REY HOUSTON TX 77081",77081,"Middle School",29.722256990952,-95.478880002852
"HOUSTON HEIGHTS CHARTER SCHOOL","1125 LAWRENCE ST HOUSTON TX 77008",77008,"High School",29.791673985213,-95.407380021833
"HOUSTON GATEWAY ACADEMY - CORAL CAMPUS","1020 CORAL ST HOUSTON TX 77012",77012,"K-12 School",29.715963983776,-95.288663020026
"HOUSTON GATEWAY ACADEMY INC ELITE COLLEGE PREP","7310 BOWIE HOUSTON TX 77012",77012,"K-12 School",29.714939002746,-95.287472035404
"HOUSTON GATEWAY ACADEMY","3400 EVERGREEN DR HOUSTON TX 77087",77087,"K-12 School",29.69433200997,-95.29402903062
"CALVIN NELMS H S","20625 CLAY RD KATY TX 77449",77449,"High School",29.828454991723,-95.733907034497
"CALVIN NELMS MIDDLE","20625 CLAY RD KATY TX 77449",77449,"Middle School",29.828454991723,-95.733907034497
"EMPOWERMENT H S","6400 WESTPARK DR STE 200 HOUSTON TX 77057",77057,"High School",29.723743018566,-95.49942798703
"PHOENIX SCHOOL AT SOUTHWEST SCHOOLS","9920 W SAM HOUSTON PKWY S HOUSTON TX 77099",77099,"K-12 School",29.672984015044,-95.561535961722
"DISCOVERY MIDDLE","6400 WESTPARK DR STE 200 HOUSTON TX 77057",77057,"Middle School",29.723743018566,-95.49942798703
"SOUTHWEST SCHOOLS BISSONNET EL CAMPUS","8440 BISSONNET ST HOUSTON TX 77074",77074,"Elementary School",29.678650013953,-95.526957006905
"SOUTHWEST SCHOOLS MANGUM EL CAMPUS","4515 MANGUM RD HOUSTON TX 77092",77092,"Elementary School",29.83472100917,-95.463273988787
"TWO DIMENSIONS PREPARATORY ACADEMY","12121 VETERANS MEMORIAL DR STE 10 HOUSTON TX 77067",77067,"Elementary-Middle School",29.962056996283,-95.480239966642
"TWO DIMENSIONS/VICKERY","12330 VICKERY ST HOUSTON TX 77039",77039,"Elementary-Middle School",29.903265992134,-95.32323702952
"COMQUEST ACADEMY","207 N PEACH ST TOMBALL TX 77375",77375,"K-12 School",30.100407013716,-95.612832035689
"YES PREP - SOUTHEAST","353 CRENSHAW RD HOUSTON TX 77034",77034,"Middle-High School",29.639629991557,-95.20747498386
"YES PREP - SOUTHWEST","4411 ANDERSON RD HOUSTON TX 77053",77053,"Middle-High School",29.605003008435,-95.444572034965
"YES PREP - EAST END","8401 LAWNDALE ST HOUSTON TX 77012",77012,"Middle-High School",29.715887294752,-95.274344041493
"YES PREP - GULFTON","6565 DE MOSS DR HOUSTON TX 77074",77074,"Middle-High School",29.706743010183,-95.498147986596
"YES PREP - WEST","10535 HARWIN DR HOUSTON TX 77036",77036,"Middle-High School",29.7155100199,-95.553223041609
"YES PREP - BRAYS OAKS","9000 W BELLFORT ST HOUSTON TX 77031",77031,"Middle-High School",29.657114012939,-95.534234007604
"YES PREP - NORTHSIDE","5215 JENSEN DR HOUSTON TX 77026",77026,"Middle-High School",29.807649012565,-95.343525007061
